test_class,focal_method,compile_score,exec_score,coverage_score,bug_revealing_score,redundancy_score,final_score,valid_weight_pct
org.apache.commons.csv.ExtendedBufferedReader_1_1Test,ExtendedBufferedReader,0.0,0.0,,,,0.0,0.3
org.apache.commons.csv.ExtendedBufferedReader_1_2Test,ExtendedBufferedReader,0.0,0.0,,,,0.0,0.3
