project,modified_class,Attempts,Aborted,SyntaxError,SyntaxRate,CompileError,CompileRate,RuntimeError,RunRate,Passed,PassRate,line_cov,line_total,line_rate,branch_cov,branch_total,branch_rate,m_line_cov,m_line_total,m_line_rate,m_branch_cov,m_branch_total,m_branch_rate,run_time
Csv_1_b,ExtendedBufferedReader,2,0,0,1.0,2,0.0,0,,0,0.0,,,,,,,,,,,,,3.5
