project,target_class,focal_method,exec_status,f_per_line_cov,f_per_line_total,f_per_line_rate,f_per_branch_cov,f_per_branch_total,f_per_branch_rate,line_contrib_pct,branch_contrib_pct,coverage_score
Csv_1_b,ExtendedBufferedReader,read,compile_fail,0,0,0.0,0,0,0.0,0.0,0.0,0.0
